	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
3676	1370587-1370590	1370590	1370587	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C1CCCC1	[R1]CCCCC	4.43	4.57	0.14000000000000054	-1	158.0
3677	1370587-1370591	1370591	1370587	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C1CCCCC1	[R1]CCCC	4.47	4.57	0.10000000000000052	-1	155.0
3678	1370587-1370592	1370587	1370592	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CCCC	[R1]c1ccccc1	4.57	5.44	0.8700000000000001	-1	155.0
3679	1370587-1370594	1370587	1370594	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CCCC	[R1]c1ccc(cc1)OC	4.57	4.91	0.33999999999999986	-1	155.0
3680	1370587-1370595	1370587	1370595	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CCCC	[R1]c1ccc(cc1)F	4.57	5.19	0.6200000000000001	-1	155.0
3681	1370588-1370590	1370590	1370588	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C1CCCC1	[R1]CC(CC)CCCC	4.43	4.47	0.040000000000000036	-1	158.0
3682	1370588-1370591	1370588	1370591	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(CC)CCCC	[R1]C1CCCCC1	4.47	4.47	0.0	-1	155.0
3683	1370588-1370592	1370588	1370592	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(CC)CCCC	[R1]c1ccccc1	4.47	5.44	0.9700000000000006	-1	155.0
3684	1370588-1370594	1370588	1370594	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(CC)CCCC	[R1]c1ccc(cc1)OC	4.47	4.91	0.4400000000000004	-1	155.0
3685	1370588-1370595	1370588	1370595	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(CC)CCCC	[R1]c1ccc(cc1)F	4.47	5.19	0.7200000000000006	-1	155.0
